bar_index,bar_time_epoch_ms,bar_time_utc,bar_time_london,within_export_window,symbol,timeframe,session,session_phase,open,high,low,close,volume,direction,range,body_size,body_ratio,upper_wick,lower_wick,upper_wick_ratio,lower_wick_ratio,close_location,atr,body_atr,range_atr,net_progress_3,net_progress_6,net_progress_12,net_progress_atr_3,net_progress_atr_6,net_progress_atr_12,directional_efficiency_3,directional_efficiency_6,directional_efficiency_12,overlap_with_previous,overlap_ratio_previous,consecutive_higher_closes,consecutive_lower_closes,nearest_level,nearest_level_source,nearest_level_distance,nearest_level_distance_atr,previous_day_high,previous_day_low,previous_session_high,previous_session_low,consolidation_high,consolidation_low,m15_time,m15_direction,m15_trend,m15_efficiency,m15_atr,m15_swing_high,m15_swing_low,m30_time,m30_direction,m30_trend,m30_efficiency,m30_atr,m30_swing_high,m30_swing_low,h1_time,h1_direction,h1_trend,h1_efficiency,h1_atr,h1_swing_high,h1_swing_low
21069,1785372600000,2026-07-30T00:50:00Z,2026-07-30T01:50:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.426,163.481,163.405,163.437,2532,BULLISH,0.076,0.011,0.1447368421,0.044,0.021,0.5789473684,0.2763157895,0.4210526316,0.0553,0.198915009,1.3743218807,-0.05,0.075,0.122,-0.904159132,1.356238698,2.2061482821,0.7142857143,0.3246753247,0.2863849765,0.053,1,1,0,163.521,CONFIRMED_SWING_HIGH,0.084,1.5195,163.91,163.229,163.91,163.229,163.697,163.631,1785371400000,BEARISH,-1,0.0375,0.0901,163.455,163.209,1785369600000,BULLISH,1,0.1641,0.1285,163.91,163.274,1785366000000,NEUTRAL,0,0.1548,0.1531,163.91,163.229
21070,1785372900000,2026-07-30T00:55:00Z,2026-07-30T01:55:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.437,163.499,163.413,163.495,1272,BULLISH,0.086,0.058,0.6744186047,0.004,0.024,0.0465116279,0.2790697674,0.9534883721,0.0575,1.0086956522,1.4956521739,0.045,0.001,0.188,0.7826086957,0.0173913043,3.2695652174,0.4945054945,0.0063694268,0.3949579832,0.068,0.8947368421,2,0,163.521,CONFIRMED_SWING_HIGH,0.026,0.4524,163.91,163.229,163.91,163.229,163.697,163.631,1785371400000,BEARISH,-1,0.0375,0.0901,163.455,163.209,1785369600000,BULLISH,1,0.1641,0.1285,163.91,163.274,1785366000000,NEUTRAL,0,0.1548,0.1531,163.91,163.229
21071,1785373200000,2026-07-30T01:00:00Z,2026-07-30T02:00:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.496,163.498,163.437,163.45,1169,BEARISH,0.061,0.046,0.7540983607,0.002,0.013,0.0327868852,0.2131147541,0.2131147541,0.0577,0.7972270364,1.0571923743,0.023,-0.026,0.184,0.3986135182,-0.4506065858,3.1889081456,0.203539823,0.1413043478,0.3833333333,0.061,1,0,1,163.521,CONFIRMED_SWING_HIGH,0.071,1.2299,163.91,163.229,163.91,163.229,163.697,163.631,1785372300000,BEARISH,-1,0.0235,0.0904,163.455,163.209,1785371400000,BULLISH,1,0.2668,0.1277,163.91,163.274,1785369600000,NEUTRAL,0,0.0353,0.1645,163.91,163.229
21072,1785373500000,2026-07-30T01:05:00Z,2026-07-30T02:05:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.449,163.468,163.429,163.439,1608,BEARISH,0.039,0.01,0.2564102564,0.019,0.01,0.4871794872,0.2564102564,0.2564102564,0.0564,0.1773049645,0.6914893617,0.002,-0.048,0.198,0.0354609929,-0.8510638298,3.5106382979,0.0175438596,0.2608695652,0.4248927039,0.031,0.7948717949,0,2,163.405,CONFIRMED_SWING_LOW,0.034,0.603,163.91,163.229,163.91,163.229,163.697,163.631,1785372300000,BEARISH,-1,0.0235,0.0904,163.455,163.209,1785371400000,BULLISH,1,0.2668,0.1277,163.91,163.274,1785369600000,NEUTRAL,0,0.0353,0.1645,163.91,163.229
21073,1785373800000,2026-07-30T01:10:00Z,2026-07-30T02:10:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.44,163.464,163.41,163.432,1922,BEARISH,0.054,0.008,0.1481481481,0.024,0.022,0.4444444444,0.4074074074,0.4074074074,0.0562,0.1423487544,0.9608540925,-0.063,-0.018,0.172,-1.1209964413,-0.3202846975,3.0604982206,1,0.1168831169,0.3788546256,0.035,0.8974358974,0,3,163.405,CONFIRMED_SWING_LOW,0.027,0.4803,163.91,163.229,163.91,163.229,163.697,163.631,1785372300000,BEARISH,-1,0.0235,0.0904,163.455,163.209,1785371400000,BULLISH,1,0.2668,0.1277,163.91,163.274,1785369600000,NEUTRAL,0,0.0353,0.1645,163.91,163.229
21074,1785374100000,2026-07-30T01:15:00Z,2026-07-30T02:15:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.43,163.477,163.43,163.464,1344,BULLISH,0.047,0.034,0.7234042553,0.013,0,0.2765957447,0,0.7234042553,0.0556,0.6115107914,0.845323741,0.014,0.037,0.124,0.2517985612,0.6654676259,2.2302158273,0.28,0.226993865,0.3054187192,0.034,0.7234042553,1,0,163.499,CONFIRMED_SWING_HIGH,0.035,0.63,163.91,163.229,163.91,163.229,163.697,163.631,1785373200000,NEUTRAL,0,0.1126,0.0902,163.521,163.209,1785371400000,BULLISH,1,0.2668,0.1277,163.91,163.274,1785369600000,NEUTRAL,0,0.0353,0.1645,163.91,163.229
21075,1785374400000,2026-07-30T01:20:00Z,2026-07-30T02:20:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.465,163.536,163.456,163.515,946,BULLISH,0.08,0.05,0.625,0.021,0.009,0.2625,0.1125,0.7375,0.0573,0.872600349,1.3961605585,0.076,0.078,0.153,1.3263525305,1.3612565445,2.6701570681,0.8444444444,0.3823529412,0.3517241379,0.021,0.4468085106,2,0,163.499,CONFIRMED_SWING_HIGH,0.016,0.2792,163.91,163.229,163.91,163.229,163.697,163.631,1785373200000,BEARISH,-1,0.1126,0.0902,163.455,163.209,1785371400000,BULLISH,1,0.2668,0.1277,163.91,163.274,1785369600000,NEUTRAL,0,0.0353,0.1645,163.91,163.229
21076,1785374700000,2026-07-30T01:25:00Z,2026-07-30T02:25:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.514,163.521,163.473,163.487,1123,BEARISH,0.048,0.027,0.5625,0.007,0.014,0.1458333333,0.2916666667,0.2916666667,0.0566,0.4770318021,0.8480565371,0.055,-0.008,-0.007,0.9717314488,-0.1413427562,-0.1236749117,0.4954954955,0.0459770115,0.0211480363,0.048,1,0,1,163.499,CONFIRMED_SWING_HIGH,0.012,0.2119,163.91,163.229,163.91,163.229,163.697,163.631,1785373200000,BEARISH,-1,0.1126,0.0902,163.455,163.209,1785371400000,BULLISH,1,0.2668,0.1277,163.91,163.274,1785369600000,NEUTRAL,0,0.0353,0.1645,163.91,163.229
21077,1785375000000,2026-07-30T01:30:00Z,2026-07-30T02:30:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.488,163.499,163.414,163.451,1390,BEARISH,0.085,0.037,0.4352941176,0.011,0.037,0.1294117647,0.4352941176,0.4352941176,0.0587,0.6303236797,1.4480408859,-0.013,0.001,-0.025,-0.2214650767,0.0170357751,-0.4258943782,0.1130434783,0.0060606061,0.0716332378,0.026,0.5416666667,0,2,163.41,CONFIRMED_SWING_LOW,0.041,0.6989,163.91,163.229,163.91,163.229,163.697,163.631,1785374100000,BEARISH,-1,0.0674,0.0914,163.455,163.209,1785373200000,NEUTRAL,0,0.2502,0.1275,163.91,163.209,1785369600000,NEUTRAL,0,0.0353,0.1645,163.91,163.229
21078,1785375300000,2026-07-30T01:35:00Z,2026-07-30T02:35:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.45,163.454,163.42,163.441,1013,BEARISH,0.034,0.009,0.2647058824,0.004,0.021,0.1176470588,0.6176470588,0.6176470588,0.0569,0.158172232,0.5975395431,-0.074,0.002,-0.046,-1.3005272408,0.0351493849,-0.8084358524,1,0.012195122,0.132183908,0.034,1,0,3,163.41,CONFIRMED_SWING_LOW,0.031,0.5448,163.91,163.229,163.91,163.229,163.697,163.631,1785374100000,BEARISH,-1,0.0674,0.0914,163.455,163.209,1785373200000,NEUTRAL,0,0.2502,0.1275,163.91,163.209,1785369600000,NEUTRAL,0,0.0353,0.1645,163.91,163.229
21079,1785375600000,2026-07-30T01:40:00Z,2026-07-30T02:40:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.443,163.479,163.434,163.475,661,BULLISH,0.045,0.032,0.7111111111,0.004,0.009,0.0888888889,0.2,0.9111111111,0.0561,0.5704099822,0.8021390374,-0.012,0.043,0.025,-0.2139037433,0.7664884135,0.4456327986,0.15,0.2251308901,0.0724637681,0.02,0.5882352941,1,0,163.536,CONFIRMED_SWING_HIGH,0.061,1.0882,163.91,163.229,163.91,163.229,163.697,163.631,1785374100000,BEARISH,-1,0.0674,0.0914,163.455,163.209,1785373200000,NEUTRAL,0,0.2502,0.1275,163.91,163.209,1785369600000,NEUTRAL,0,0.0353,0.1645,163.91,163.229
21080,1785375900000,2026-07-30T01:45:00Z,2026-07-30T02:45:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.477,163.499,163.467,163.491,690,BULLISH,0.032,0.014,0.4375,0.008,0.01,0.25,0.3125,0.75,0.0543,0.2578268877,0.5893186004,0.04,0.027,0.064,0.7366482505,0.4972375691,1.1786372007,0.6666666667,0.1542857143,0.1893491124,0.012,0.375,2,0,163.536,CONFIRMED_SWING_HIGH,0.045,0.8282,163.91,163.229,163.91,163.229,163.697,163.631,1785375000000,BEARISH,-1,0.0011,0.0909,163.455,163.209,1785373200000,NEUTRAL,0,0.2502,0.1275,163.91,163.209,1785369600000,NEUTRAL,0,0.0353,0.1645,163.91,163.229
21081,1785376200000,2026-07-30T01:50:00Z,2026-07-30T02:50:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.492,163.505,163.471,163.488,802,BEARISH,0.034,0.004,0.1176470588,0.013,0.017,0.3823529412,0.5,0.5,0.0529,0.0756143667,0.6427221172,0.047,-0.027,0.051,0.8884688091,-0.5103969754,0.9640831758,0.8867924528,0.2125984252,0.1540785498,0.028,0.875,0,1,163.536,CONFIRMED_SWING_HIGH,0.048,0.9077,163.91,163.229,163.91,163.229,163.697,163.631,1785375000000,BEARISH,-1,0.0011,0.0909,163.455,163.209,1785373200000,NEUTRAL,0,0.2502,0.1275,163.91,163.209,1785369600000,NEUTRAL,0,0.0353,0.1645,163.91,163.229
21082,1785376500000,2026-07-30T01:55:00Z,2026-07-30T02:55:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.487,163.521,163.482,163.502,676,BULLISH,0.039,0.015,0.3846153846,0.019,0.005,0.4871794872,0.1282051282,0.5128205128,0.0519,0.289017341,0.7514450867,0.027,0.015,0.007,0.5202312139,0.289017341,0.1348747592,0.8181818182,0.1327433628,0.0243902439,0.023,0.6764705882,1,0,163.536,CONFIRMED_SWING_HIGH,0.034,0.6552,163.91,163.229,163.91,163.229,163.697,163.631,1785375000000,BEARISH,-1,0.0011,0.0909,163.455,163.209,1785373200000,NEUTRAL,0,0.2502,0.1275,163.91,163.209,1785369600000,NEUTRAL,0,0.0353,0.1645,163.91,163.229
21083,1785376800000,2026-07-30T02:00:00Z,2026-07-30T03:00:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.503,163.504,163.448,163.448,547,BEARISH,0.056,0.055,0.9821428571,0.001,0,0.0178571429,0,0,0.0522,1.0536398467,1.0727969349,-0.043,-0.003,-0.002,-0.8237547893,-0.0574712644,-0.0383141762,0.6056338028,0.0229007634,0.0067567568,0.022,0.5641025641,0,1,163.414,CONFIRMED_SWING_LOW,0.034,0.6515,163.91,163.229,163.91,163.229,163.697,163.631,1785375900000,NEUTRAL,0,0.1722,0.0883,163.536,163.209,1785375000000,NEUTRAL,0,0.2459,0.1261,163.91,163.209,1785373200000,NEUTRAL,0,0.0035,0.1617,163.91,163.229
21084,1785377100000,2026-07-30T02:05:00Z,2026-07-30T03:05:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.458,163.486,163.45,163.463,688,BULLISH,0.036,0.005,0.1388888889,0.023,0.008,0.6388888889,0.2222222222,0.3611111111,0.0512,0.09765625,0.703125,-0.025,0.022,0.024,-0.48828125,0.4296875,0.46875,0.3012048193,0.1617647059,0.08,0.036,1,1,0,163.414,CONFIRMED_SWING_LOW,0.049,0.9576,163.91,163.229,163.91,163.229,163.697,163.631,1785375900000,NEUTRAL,0,0.1722,0.0883,163.536,163.209,1785375000000,NEUTRAL,0,0.2459,0.1261,163.91,163.209,1785373200000,NEUTRAL,0,0.0035,0.1617,163.91,163.229
21085,1785377400000,2026-07-30T02:10:00Z,2026-07-30T03:10:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.464,163.486,163.451,163.477,714,BULLISH,0.035,0.013,0.3714285714,0.009,0.013,0.2571428571,0.3714285714,0.7428571429,0.05,0.26,0.7,-0.025,0.002,0.045,-0.5,0.04,0.9,0.3012048193,0.0172413793,0.1465798046,0.035,1,2,0,163.521,CONFIRMED_SWING_HIGH,0.044,0.8797,163.91,163.229,163.91,163.229,163.697,163.631,1785375900000,NEUTRAL,0,0.1722,0.0883,163.536,163.209,1785375000000,NEUTRAL,0,0.2459,0.1261,163.91,163.209,1785373200000,NEUTRAL,0,0.0035,0.1617,163.91,163.229
21086,1785377700000,2026-07-30T02:15:00Z,2026-07-30T03:15:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.476,163.504,163.471,163.494,604,BULLISH,0.033,0.018,0.5454545455,0.01,0.005,0.303030303,0.1515151515,0.696969697,0.0488,0.368852459,0.6762295082,0.046,0.003,0.03,0.9426229508,0.0614754098,0.6147540984,1,0.0256410256,0.102739726,0.015,0.4545454545,3,0,163.521,CONFIRMED_SWING_HIGH,0.027,0.5533,163.91,163.229,163.91,163.229,163.697,163.631,1785376800000,NEUTRAL,0,0.1276,0.086,163.536,163.209,1785375000000,NEUTRAL,0,0.2459,0.1261,163.91,163.209,1785373200000,NEUTRAL,0,0.0035,0.1617,163.91,163.229
21087,1785378000000,2026-07-30T02:20:00Z,2026-07-30T03:20:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.493,163.508,163.475,163.504,766,BULLISH,0.033,0.011,0.3333333333,0.004,0.018,0.1212121212,0.5454545455,0.8787878788,0.0477,0.2306079665,0.6918238994,0.041,0.016,-0.011,0.8595387841,0.3354297694,-0.2306079665,1,0.1290322581,0.0438247012,0.029,0.8787878788,4,0,163.521,CONFIRMED_SWING_HIGH,0.017,0.3566,163.91,163.229,163.91,163.229,163.697,163.631,1785376800000,NEUTRAL,0,0.1276,0.086,163.536,163.209,1785375000000,NEUTRAL,0,0.2459,0.1261,163.91,163.209,1785373200000,NEUTRAL,0,0.0035,0.1617,163.91,163.229
21088,1785378300000,2026-07-30T02:25:00Z,2026-07-30T03:25:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.499,163.504,163.481,163.49,660,BEARISH,0.023,0.009,0.3913043478,0.005,0.009,0.2173913043,0.3913043478,0.3913043478,0.0459,0.1960784314,0.5010893246,0.013,-0.012,0.003,0.2832244009,-0.2614379085,0.0653594771,0.3170731707,0.0967741935,0.0126582278,0.023,1,0,1,163.521,CONFIRMED_SWING_HIGH,0.031,0.6752,163.91,163.229,163.91,163.229,163.697,163.631,1785376800000,NEUTRAL,0,0.1276,0.086,163.536,163.209,1785375000000,NEUTRAL,0,0.2459,0.1261,163.91,163.209,1785373200000,NEUTRAL,0,0.0035,0.1617,163.91,163.229
21089,1785378600000,2026-07-30T02:30:00Z,2026-07-30T03:30:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.491,163.495,163.459,163.472,515,BEARISH,0.036,0.019,0.5277777778,0.004,0.013,0.1111111111,0.3611111111,0.3611111111,0.0452,0.4203539823,0.796460177,-0.022,0.024,0.021,-0.4867256637,0.5309734513,0.4646017699,0.5238095238,0.2727272727,0.095890411,0.014,0.6086956522,0,2,163.448,CONFIRMED_SWING_LOW,0.024,0.5309,163.91,163.229,163.91,163.229,163.697,163.631,1785377700000,NEUTRAL,0,0.1394,0.0825,163.536,163.209,1785376800000,BEARISH,-1,0.2676,0.1213,163.536,163.209,1785373200000,NEUTRAL,0,0.0035,0.1617,163.91,163.229
21090,1785378900000,2026-07-30T02:35:00Z,2026-07-30T03:35:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.473,163.482,163.46,163.474,417,BULLISH,0.022,0.001,0.0454545455,0.008,0.013,0.3636363636,0.5909090909,0.6363636364,0.0435,0.0229885057,0.5057471264,-0.03,0.011,0.033,-0.6896551724,0.2528735632,0.7586206897,0.8823529412,0.1466666667,0.1563981043,0.022,1,1,0,163.448,CONFIRMED_SWING_LOW,0.026,0.5971,163.91,163.229,163.91,163.229,163.697,163.631,1785377700000,NEUTRAL,0,0.1394,0.0825,163.536,163.209,1785376800000,BEARISH,-1,0.2676,0.1213,163.536,163.209,1785373200000,NEUTRAL,0,0.0035,0.1617,163.91,163.229
21091,1785379200000,2026-07-30T02:40:00Z,2026-07-30T03:40:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.471,163.488,163.465,163.474,509,BULLISH,0.023,0.003,0.1304347826,0.014,0.006,0.6086956522,0.2608695652,0.3913043478,0.0421,0.0712589074,0.5463182898,-0.016,-0.003,-0.001,-0.3800475059,-0.0712589074,-0.0237529691,0.8,0.0491803279,0.0056497175,0.017,0.7727272727,0,0,163.448,CONFIRMED_SWING_LOW,0.026,0.6179,163.91,163.229,163.91,163.229,163.697,163.631,1785377700000,NEUTRAL,0,0.1394,0.0825,163.536,163.209,1785376800000,BEARISH,-1,0.2676,0.1213,163.536,163.209,1785373200000,NEUTRAL,0,0.0035,0.1617,163.91,163.229
21092,1785379500000,2026-07-30T02:45:00Z,2026-07-30T03:45:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.473,163.477,163.461,163.473,376,NEUTRAL,0.016,0,0,0.004,0.012,0.25,0.75,0.75,0.0402,0,0.3980099502,0.001,-0.021,-0.018,0.0248756219,-0.5223880597,-0.447761194,0.3333333333,0.4666666667,0.1111111111,0.012,0.75,0,1,163.459,CONFIRMED_SWING_LOW,0.014,0.3481,163.91,163.229,163.91,163.229,163.697,163.631,1785378600000,NEUTRAL,0,0.1164,0.0792,163.536,163.209,1785376800000,BEARISH,-1,0.2676,0.1213,163.536,163.209,1785373200000,NEUTRAL,0,0.0035,0.1617,163.91,163.229
21093,1785379800000,2026-07-30T02:50:00Z,2026-07-30T03:50:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.474,163.476,163.455,163.462,650,BEARISH,0.021,0.012,0.5714285714,0.002,0.007,0.0952380952,0.3333333333,0.3333333333,0.0388,0.3092783505,0.5412371134,-0.012,-0.042,-0.026,-0.3092783505,-1.0824742268,-0.6701030928,1,0.9130434783,0.1529411765,0.015,0.9375,0,2,163.459,CONFIRMED_SWING_LOW,0.003,0.0772,163.91,163.229,163.91,163.229,163.697,163.631,1785378600000,NEUTRAL,0,0.1164,0.0792,163.536,163.209,1785376800000,BEARISH,-1,0.2676,0.1213,163.536,163.209,1785373200000,NEUTRAL,0,0.0035,0.1617,163.91,163.229
21094,1785380100000,2026-07-30T02:55:00Z,2026-07-30T03:55:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.461,163.492,163.459,163.488,822,BULLISH,0.033,0.027,0.8181818182,0.004,0.002,0.1212121212,0.0606060606,0.8787878788,0.0384,0.703125,0.859375,0.014,-0.002,-0.014,0.3645833333,-0.0520833333,-0.3645833333,0.3684210526,0.0344827586,0.0769230769,0.017,0.8095238095,1,0,163.508,CONFIRMED_SWING_HIGH,0.02,0.5205,163.91,163.229,163.91,163.229,163.697,163.631,1785378600000,NEUTRAL,0,0.1164,0.0792,163.536,163.209,1785376800000,BEARISH,-1,0.2676,0.1213,163.536,163.209,1785373200000,NEUTRAL,0,0.0035,0.1617,163.91,163.229
21095,1785380400000,2026-07-30T03:00:00Z,2026-07-30T04:00:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.487,163.519,163.484,163.499,768,BULLISH,0.035,0.012,0.3428571429,0.02,0.003,0.5714285714,0.0857142857,0.4285714286,0.0382,0.3141361257,0.9162303665,0.026,0.027,0.051,0.6806282723,0.7068062827,1.335078534,0.5416666667,0.5294117647,0.3669064748,0.008,0.2424242424,2,0,163.508,CONFIRMED_SWING_HIGH,0.009,0.2357,163.91,163.229,163.91,163.229,163.697,163.631,1785379500000,NEUTRAL,0,0.1228,0.0761,163.536,163.209,1785378600000,BEARISH,-1,0.2845,0.1155,163.536,163.209,1785376800000,NEUTRAL,0,0.0215,0.1545,163.91,163.209
21096,1785380700000,2026-07-30T03:05:00Z,2026-07-30T04:05:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.5,163.518,163.489,163.513,577,BULLISH,0.029,0.013,0.4482758621,0.005,0.011,0.1724137931,0.3793103448,0.8275862069,0.0375,0.3466666667,0.7733333333,0.051,0.039,0.05,1.36,1.04,1.3333333333,1,0.619047619,0.3623188406,0.029,1,3,0,163.508,CONFIRMED_SWING_HIGH,0.005,0.1332,163.91,163.229,163.91,163.229,163.697,163.631,1785379500000,NEUTRAL,0,0.1228,0.0761,163.536,163.209,1785378600000,BEARISH,-1,0.2845,0.1155,163.536,163.209,1785376800000,NEUTRAL,0,0.0215,0.1545,163.91,163.209
21097,1785381000000,2026-07-30T03:10:00Z,2026-07-30T04:10:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.512,163.544,163.511,163.526,1092,BULLISH,0.033,0.014,0.4242424242,0.018,0.001,0.5454545455,0.0303030303,0.4545454545,0.0372,0.376344086,0.8870967742,0.038,0.052,0.049,1.0215053763,1.3978494624,1.3172043011,1,0.6842105263,0.3576642336,0.007,0.2413793103,4,0,163.508,CONFIRMED_SWING_HIGH,0.018,0.4839,163.91,163.229,163.91,163.229,163.697,163.631,1785379500000,NEUTRAL,0,0.1228,0.0761,163.536,163.209,1785378600000,BEARISH,-1,0.2845,0.1155,163.536,163.209,1785376800000,NEUTRAL,0,0.0215,0.1545,163.91,163.209
21098,1785381300000,2026-07-30T03:15:00Z,2026-07-30T04:15:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.527,163.548,163.523,163.539,962,BULLISH,0.025,0.012,0.48,0.009,0.004,0.36,0.16,0.64,0.0363,0.3305785124,0.6887052342,0.04,0.066,0.045,1.1019283747,1.8181818182,1.2396694215,1,0.75,0.3383458647,0.021,0.84,5,0,163.508,CONFIRMED_SWING_HIGH,0.031,0.8533,163.91,163.229,163.91,163.229,163.697,163.631,1785380400000,NEUTRAL,0,0.1341,0.075,163.536,163.209,1785378600000,BEARISH,-1,0.2845,0.1155,163.536,163.209,1785376800000,NEUTRAL,0,0.0215,0.1545,163.91,163.209
21099,1785381600000,2026-07-30T03:20:00Z,2026-07-30T04:20:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.54,163.543,163.495,163.503,1124,BEARISH,0.048,0.037,0.7708333333,0.003,0.008,0.0625,0.1666666667,0.1666666667,0.0372,0.9946236559,1.2903225806,-0.01,0.041,-0.001,-0.2688172043,1.1021505376,-0.0268817204,0.1612903226,0.3628318584,0.0062893082,0.02,0.8,0,1,163.508,CONFIRMED_SWING_HIGH,0.005,0.1345,163.91,163.229,163.91,163.229,163.697,163.631,1785380400000,NEUTRAL,0,0.1341,0.075,163.536,163.209,1785378600000,BEARISH,-1,0.2845,0.1155,163.536,163.209,1785376800000,NEUTRAL,0,0.0215,0.1545,163.91,163.209
21100,1785381900000,2026-07-30T03:25:00Z,2026-07-30T04:25:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.504,163.532,163.498,163.516,1030,BULLISH,0.034,0.012,0.3529411765,0.016,0.006,0.4705882353,0.1764705882,0.5294117647,0.0369,0.325203252,0.9214092141,-0.01,0.028,0.026,-0.27100271,0.7588075881,0.7046070461,0.1612903226,0.28,0.164556962,0.034,1,1,0,163.508,CONFIRMED_SWING_HIGH,0.008,0.2166,163.91,163.229,163.91,163.229,163.697,163.631,1785380400000,NEUTRAL,0,0.1341,0.075,163.536,163.209,1785378600000,BEARISH,-1,0.2845,0.1155,163.536,163.209,1785376800000,NEUTRAL,0,0.0215,0.1545,163.91,163.209
21101,1785382200000,2026-07-30T03:30:00Z,2026-07-30T04:30:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.517,163.559,163.515,163.527,848,BULLISH,0.044,0.01,0.2272727273,0.032,0.002,0.7272727273,0.0454545455,0.2727272727,0.0374,0.2673796791,1.1764705882,-0.012,0.028,0.055,-0.320855615,0.7486631016,1.4705882353,0.2,0.28,0.3642384106,0.017,0.5,2,0,163.508,CONFIRMED_SWING_HIGH,0.019,0.5075,163.91,163.229,163.91,163.229,163.697,163.631,1785381300000,NEUTRAL,0,0.0859,0.0734,163.536,163.209,1785380400000,BEARISH,-1,0.2326,0.1119,163.536,163.209,1785376800000,NEUTRAL,0,0.0215,0.1545,163.91,163.209
21102,1785382500000,2026-07-30T03:35:00Z,2026-07-30T04:35:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.526,163.53,163.511,163.519,541,BEARISH,0.019,0.007,0.3684210526,0.004,0.008,0.2105263158,0.4210526316,0.4210526316,0.0361,0.1939058172,0.5263157895,0.016,0.006,0.045,0.4432132964,0.1662049861,1.2465373961,0.5,0.0638297872,0.2866242038,0.015,0.7894736842,0,1,163.508,CONFIRMED_SWING_HIGH,0.011,0.3045,163.91,163.229,163.91,163.229,163.697,163.631,1785381300000,NEUTRAL,0,0.0859,0.0734,163.536,163.209,1785380400000,BEARISH,-1,0.2326,0.1119,163.536,163.209,1785376800000,NEUTRAL,0,0.0215,0.1545,163.91,163.209
21103,1785382800000,2026-07-30T03:40:00Z,2026-07-30T04:40:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.518,163.52,163.502,163.513,402,BEARISH,0.018,0.005,0.2777777778,0.002,0.011,0.1111111111,0.6111111111,0.6111111111,0.0348,0.1436781609,0.5172413793,-0.003,-0.013,0.039,-0.0862068966,-0.3735632184,1.1206896552,0.12,0.1494252874,0.2392638037,0.009,0.5,0,2,163.508,CONFIRMED_SWING_HIGH,0.005,0.1436,163.91,163.229,163.91,163.229,163.697,163.631,1785381300000,NEUTRAL,0,0.0859,0.0734,163.536,163.209,1785380400000,BEARISH,-1,0.2326,0.1119,163.536,163.209,1785376800000,NEUTRAL,0,0.0215,0.1545,163.91,163.209
