bar_index,bar_time_epoch_ms,bar_time_utc,bar_time_london,within_export_window,symbol,timeframe,session,session_phase,open,high,low,close,volume,direction,range,body_size,body_ratio,upper_wick,lower_wick,upper_wick_ratio,lower_wick_ratio,close_location,atr,body_atr,range_atr,net_progress_3,net_progress_6,net_progress_12,net_progress_atr_3,net_progress_atr_6,net_progress_atr_12,directional_efficiency_3,directional_efficiency_6,directional_efficiency_12,overlap_with_previous,overlap_ratio_previous,consecutive_higher_closes,consecutive_lower_closes,nearest_level,nearest_level_source,nearest_level_distance,nearest_level_distance_atr,previous_day_high,previous_day_low,previous_session_high,previous_session_low,consolidation_high,consolidation_low,m15_time,m15_direction,m15_trend,m15_efficiency,m15_atr,m15_swing_high,m15_swing_low,m30_time,m30_direction,m30_trend,m30_efficiency,m30_atr,m30_swing_high,m30_swing_low,h1_time,h1_direction,h1_trend,h1_efficiency,h1_atr,h1_swing_high,h1_swing_low
21176,1785404700000,2026-07-30T09:45:00Z,2026-07-30T10:45:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,163.4,163.415,163.289,163.304,1296,BEARISH,0.126,0.096,0.7619047619,0.015,0.015,0.119047619,0.119047619,0.119047619,0.0547,1.7550274223,2.3034734918,-0.142,-0.196,-0.33,-2.5959780622,-3.5831809872,-6.0329067642,1,1,0.7746478873,0.028,0.7,0,7,163.229,PREVIOUS_DAY_LOW,0.075,1.3714,163.91,163.229,163.91,163.229,163.697,163.631,1785403800000,BULLISH,1,0.0984,0.0764,163.743,163.456,1785402000000,BULLISH,1,0.0996,0.104,163.743,163.456,1785398400000,NEUTRAL,0,0.0798,0.1407,163.91,163.209
21177,1785405000000,2026-07-30T09:50:00Z,2026-07-30T10:50:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,163.303,163.358,163.289,163.34,1872,BULLISH,0.069,0.037,0.5362318841,0.018,0.014,0.2608695652,0.2028985507,0.7391304348,0.0557,0.6642728905,1.2387791741,-0.079,-0.146,-0.312,-1.4183123878,-2.6211849192,-5.6014362657,0.5231788079,0.6697247706,0.7027027027,0.069,1,1,0,163.229,PREVIOUS_DAY_LOW,0.111,1.9925,163.91,163.229,163.91,163.229,163.697,163.631,1785403800000,BULLISH,1,0.0984,0.0764,163.743,163.456,1785402000000,BULLISH,1,0.0996,0.104,163.743,163.456,1785398400000,NEUTRAL,0,0.0798,0.1407,163.91,163.209
21178,1785405300000,2026-07-30T09:55:00Z,2026-07-30T10:55:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,163.341,163.343,163.277,163.307,1501,BEARISH,0.066,0.034,0.5151515152,0.002,0.03,0.0303030303,0.4545454545,0.4545454545,0.0564,0.6028368794,1.170212766,-0.092,-0.158,-0.345,-1.6312056738,-2.8014184397,-6.1170212766,0.5609756098,0.6869565217,0.7232704403,0.054,0.8181818182,0,1,163.229,PREVIOUS_DAY_LOW,0.078,1.3819,163.91,163.229,163.91,163.229,163.697,163.631,1785403800000,BULLISH,1,0.0984,0.0764,163.743,163.456,1785402000000,BULLISH,1,0.0996,0.104,163.743,163.456,1785398400000,NEUTRAL,0,0.0798,0.1407,163.91,163.209
21179,1785405600000,2026-07-30T10:00:00Z,2026-07-30T11:00:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,163.306,163.315,163.251,163.303,2262,BEARISH,0.064,0.003,0.046875,0.009,0.052,0.140625,0.8125,0.8125,0.057,0.0526315789,1.1228070175,-0.001,-0.143,-0.28,-0.0175438596,-2.5087719298,-4.9122807018,0.0136986301,0.6651162791,0.6796116505,0.038,0.59375,0,2,163.229,PREVIOUS_DAY_LOW,0.074,1.2986,163.91,163.229,163.91,163.229,163.697,163.631,1785404700000,BULLISH,1,0.2035,0.0808,163.743,163.456,1785403800000,BULLISH,1,0,0.112,163.743,163.456,1785402000000,BEARISH,-1,0.2113,0.1575,163.743,163.209
21180,1785405900000,2026-07-30T10:05:00Z,2026-07-30T11:05:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,163.302,163.313,163.193,163.217,2127,BEARISH,0.12,0.085,0.7083333333,0.011,0.024,0.0916666667,0.2,0.2,0.0615,1.3821138211,1.9512195122,-0.123,-0.202,-0.285,-2,-3.2845528455,-4.6341463415,1,0.7372262774,0.6834532374,0.062,0.96875,0,3,163.229,PREVIOUS_DAY_LOW,0.012,0.1952,163.91,163.229,163.91,163.229,163.697,163.631,1785404700000,BULLISH,1,0.2035,0.0808,163.743,163.456,1785403800000,BULLISH,1,0,0.112,163.743,163.456,1785402000000,BEARISH,-1,0.2113,0.1575,163.743,163.209
21181,1785406200000,2026-07-30T10:10:00Z,2026-07-30T11:10:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,163.216,163.217,162.919,162.987,3989,BEARISH,0.298,0.229,0.7684563758,0.001,0.068,0.0033557047,0.2281879195,0.2281879195,0.0784,2.9209183673,3.8010204082,-0.32,-0.412,-0.545,-4.0816326531,-5.2551020408,-6.9515306122,1,0.8512396694,0.8833063209,0.024,0.2,0,4,163.229,PREVIOUS_DAY_LOW,0.242,3.0876,163.91,163.229,163.91,163.229,163.697,163.631,1785404700000,BULLISH,1,0.2035,0.0808,163.743,163.456,1785403800000,BULLISH,1,0,0.112,163.743,163.456,1785402000000,BEARISH,-1,0.2113,0.1575,163.743,163.209
21182,1785406500000,2026-07-30T10:15:00Z,2026-07-30T11:15:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,162.984,162.994,162.288,162.865,4602,BEARISH,0.706,0.119,0.1685552408,0.01,0.577,0.0141643059,0.8172804533,0.8172804533,0.1232,0.9659090909,5.7305194805,-0.438,-0.439,-0.635,-3.5551948052,-3.5633116883,-5.1542207792,1,0.8590998043,0.8981612447,0.075,0.2516778523,0,5,163.229,PREVIOUS_DAY_LOW,0.364,2.9543,163.91,163.229,163.91,163.229,163.697,163.631,1785405600000,BULLISH,1,0.3985,0.1034,163.743,163.456,1785403800000,BULLISH,1,0,0.112,163.743,163.456,1785402000000,BEARISH,-1,0.2113,0.1575,163.743,163.209
21183,1785406800000,2026-07-30T10:20:00Z,2026-07-30T11:20:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,162.862,162.971,162.822,162.827,4385,BEARISH,0.149,0.035,0.2348993289,0.109,0.005,0.7315436242,0.033557047,0.033557047,0.1251,0.2797761791,1.1910471623,-0.39,-0.513,-0.659,-3.1175059952,-4.1007194245,-5.2677857714,1,1,0.901504788,0.149,1,0,6,163.229,PREVIOUS_DAY_LOW,0.402,3.2147,163.91,163.229,163.91,163.229,163.697,163.631,1785405600000,BULLISH,1,0.3985,0.1034,163.743,163.456,1785403800000,BULLISH,1,0,0.112,163.743,163.456,1785402000000,BEARISH,-1,0.2113,0.1575,163.743,163.209
21184,1785407100000,2026-07-30T10:25:00Z,2026-07-30T11:25:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,162.826,162.874,162.644,162.871,3320,BULLISH,0.23,0.045,0.1956521739,0.003,0.182,0.0130434783,0.7913043478,0.9869565217,0.1325,0.3396226415,1.7358490566,-0.116,-0.436,-0.594,-0.8754716981,-3.2905660377,-4.4830188679,0.568627451,0.8320610687,0.7877984085,0.052,0.3489932886,1,0,163.229,PREVIOUS_DAY_LOW,0.358,2.7009,163.91,163.229,163.91,163.229,163.697,163.631,1785405600000,BULLISH,1,0.3985,0.1034,163.743,163.456,1785403800000,BULLISH,1,0,0.112,163.743,163.456,1785402000000,BEARISH,-1,0.2113,0.1575,163.743,163.209
21185,1785407400000,2026-07-30T10:30:00Z,2026-07-30T11:30:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,162.869,162.87,162.737,162.814,3392,BEARISH,0.133,0.055,0.4135338346,0.001,0.077,0.007518797,0.5789473684,0.5789473684,0.1327,0.4144687265,1.0022607385,-0.051,-0.489,-0.632,-0.3843255463,-3.6850037679,-4.7626224567,0.3669064748,0.8474870017,0.797979798,0.133,1,0,1,163.229,PREVIOUS_DAY_LOW,0.415,3.1285,163.91,163.229,163.91,163.229,163.697,163.631,1785406500000,BULLISH,1,0.4821,0.1464,163.743,163.456,1785405600000,BULLISH,1,0.4841,0.1774,163.743,163.456,1785402000000,BEARISH,-1,0.2113,0.1575,163.743,163.209
21186,1785407700000,2026-07-30T10:35:00Z,2026-07-30T11:35:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,162.814,162.857,162.791,162.818,2918,BULLISH,0.066,0.004,0.0606060606,0.039,0.023,0.5909090909,0.3484848485,0.4090909091,0.1279,0.0312744332,0.516028147,-0.009,-0.399,-0.601,-0.0703674746,-3.1196247068,-4.6989835809,0.0857142857,0.8060606061,0.7815344603,0.066,1,1,0,163.229,PREVIOUS_DAY_LOW,0.411,3.2137,163.91,163.229,163.91,163.229,163.697,163.631,1785406500000,BULLISH,1,0.4821,0.1464,163.743,163.456,1785405600000,BULLISH,1,0.4841,0.1774,163.743,163.456,1785402000000,BEARISH,-1,0.2113,0.1575,163.743,163.209
21187,1785408000000,2026-07-30T10:40:00Z,2026-07-30T11:40:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,162.817,162.834,162.7,162.735,3470,BEARISH,0.134,0.082,0.6119402985,0.017,0.035,0.1268656716,0.2611940299,0.2611940299,0.1283,0.639127046,1.0444271239,-0.136,-0.252,-0.664,-1.0600155885,-1.9641465316,-5.175370226,0.9444444444,0.724137931,0.7980769231,0.043,0.6515151515,0,1,162.288,CONFIRMED_SWING_LOW,0.447,3.4833,163.91,163.229,163.91,163.229,163.697,163.631,1785406500000,BULLISH,1,0.4821,0.1464,163.743,163.456,1785405600000,BULLISH,1,0.4841,0.1774,163.743,163.456,1785402000000,BEARISH,-1,0.2113,0.1575,163.743,163.209
21188,1785408300000,2026-07-30T10:45:00Z,2026-07-30T11:45:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,162.736,162.795,162.686,162.794,2978,BULLISH,0.109,0.058,0.5321100917,0.001,0.05,0.0091743119,0.4587155963,0.9908256881,0.1269,0.4570527975,0.8589440504,-0.02,-0.071,-0.51,-0.1576044129,-0.5594956659,-4.0189125296,0.1369863014,0.249122807,0.6407035176,0.095,0.871559633,1,0,163.229,PREVIOUS_DAY_LOW,0.435,3.4266,163.91,163.229,163.91,163.229,163.697,163.631,1785407400000,BULLISH,1,0.5447,0.1482,163.743,163.456,1785405600000,BULLISH,1,0.4841,0.1774,163.743,163.456,1785402000000,BEARISH,-1,0.2113,0.1575,163.743,163.209
21189,1785408600000,2026-07-30T10:50:00Z,2026-07-30T11:50:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,162.795,162.861,162.776,162.829,2118,BULLISH,0.085,0.034,0.4,0.032,0.019,0.3764705882,0.2235294118,0.6235294118,0.124,0.2741935484,0.685483871,0.011,0.002,-0.511,0.0887096774,0.0161290323,-4.1209677419,0.0621468927,0.0070921986,0.6427672956,0.019,0.2235294118,2,0,163.229,PREVIOUS_DAY_LOW,0.4,3.2271,163.91,163.229,163.91,163.229,163.697,163.631,1785407400000,BULLISH,1,0.5447,0.1482,163.743,163.456,1785405600000,BULLISH,1,0.4841,0.1774,163.743,163.456,1785402000000,BEARISH,-1,0.2113,0.1575,163.743,163.209
21190,1785408900000,2026-07-30T10:55:00Z,2026-07-30T11:55:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,162.828,162.861,162.812,162.824,1603,BEARISH,0.049,0.004,0.0816326531,0.033,0.012,0.6734693878,0.2448979592,0.2448979592,0.1186,0.0337268128,0.413153457,0.089,-0.047,-0.483,0.7504215852,-0.3962900506,-4.0725126476,0.898989899,0.1934156379,0.629726206,0.049,1,0,1,163.229,PREVIOUS_DAY_LOW,0.405,3.4149,163.91,163.229,163.91,163.229,163.697,163.631,1785407400000,BULLISH,1,0.5447,0.1482,163.743,163.456,1785405600000,BULLISH,1,0.4841,0.1774,163.743,163.456,1785402000000,BEARISH,-1,0.2113,0.1575,163.743,163.209
21191,1785409200000,2026-07-30T11:00:00Z,2026-07-30T12:00:00+01:00,true,USDJPY,5,LONDON_NEW_YORK_OVERLAP,LONDON_NEW_YORK_OVERLAP,162.821,162.84,162.719,162.74,1423,BEARISH,0.121,0.081,0.6694214876,0.019,0.021,0.1570247934,0.173553719,0.173553719,0.1188,0.6818181818,1.0185185185,-0.054,-0.074,-0.563,-0.4545454545,-0.6228956229,-4.7390572391,0.435483871,0.2740740741,0.6646989374,0.028,0.5714285714,0,2,162.686,CONFIRMED_SWING_LOW,0.054,0.4547,163.91,163.229,163.91,163.229,163.697,163.631,1785408300000,NEUTRAL,0,0.4887,0.1501,163.743,162.288,1785407400000,BULLISH,1,0.5034,0.1779,163.743,163.456,1785405600000,BEARISH,-1,0.4325,0.2196,163.743,163.209
21192,1785409500000,2026-07-30T11:05:00Z,2026-07-30T12:05:00+01:00,true,USDJPY,5,LONDON_NEW_YORK_OVERLAP,LONDON_NEW_YORK_OVERLAP,162.739,162.796,162.715,162.764,2608,BULLISH,0.081,0.025,0.3086419753,0.032,0.024,0.3950617284,0.2962962963,0.6049382716,0.1161,0.2153316107,0.6976744186,-0.065,-0.054,-0.453,-0.5598621878,-0.4651162791,-3.9018087855,0.5752212389,0.1862068966,0.5770700637,0.077,0.950617284,1,0,162.686,CONFIRMED_SWING_LOW,0.078,0.672,163.91,163.229,163.91,163.229,163.697,163.631,1785408300000,NEUTRAL,0,0.4887,0.1501,163.743,162.288,1785407400000,BULLISH,1,0.5034,0.1779,163.743,163.456,1785405600000,BEARISH,-1,0.4325,0.2196,163.743,163.209
21193,1785409800000,2026-07-30T11:10:00Z,2026-07-30T12:10:00+01:00,true,USDJPY,5,LONDON_NEW_YORK_OVERLAP,LONDON_NEW_YORK_OVERLAP,162.766,162.833,162.758,162.795,1597,BULLISH,0.075,0.029,0.3866666667,0.038,0.008,0.5066666667,0.1066666667,0.4933333333,0.1131,0.2564102564,0.6631299735,-0.029,0.06,-0.192,-0.2564102564,0.5305039788,-1.6976127321,0.2086330935,0.2521008403,0.3276450512,0.038,0.5066666667,2,0,162.861,CONFIRMED_SWING_HIGH,0.066,0.5834,163.91,163.229,163.91,163.229,163.697,163.631,1785408300000,NEUTRAL,0,0.4887,0.1501,163.743,162.288,1785407400000,BULLISH,1,0.5034,0.1779,163.743,163.456,1785405600000,BEARISH,-1,0.4325,0.2196,163.743,163.209
21194,1785410100000,2026-07-30T11:15:00Z,2026-07-30T12:15:00+01:00,true,USDJPY,5,LONDON_NEW_YORK_OVERLAP,LONDON_NEW_YORK_OVERLAP,162.794,162.828,162.773,162.822,2364,BULLISH,0.055,0.028,0.5090909091,0.006,0.021,0.1090909091,0.3818181818,0.8909090909,0.109,0.2568807339,0.504587156,0.082,0.028,-0.043,0.752293578,0.2568807339,-0.3944954128,1,0.1359223301,0.0875763747,0.055,1,3,0,162.861,CONFIRMED_SWING_HIGH,0.039,0.3578,163.91,163.229,163.91,163.229,163.697,163.631,1785409200000,NEUTRAL,0,0.5625,0.1483,163.743,162.288,1785407400000,BULLISH,1,0.5034,0.1779,163.743,163.456,1785405600000,BEARISH,-1,0.4325,0.2196,163.743,163.209
21195,1785410400000,2026-07-30T11:20:00Z,2026-07-30T12:20:00+01:00,true,USDJPY,5,LONDON_NEW_YORK_OVERLAP,LONDON_NEW_YORK_OVERLAP,162.821,162.93,162.809,162.895,2421,BULLISH,0.121,0.074,0.6115702479,0.035,0.012,0.2892561983,0.0991735537,0.7107438017,0.1098,0.6739526412,1.102003643,0.131,0.066,0.068,1.1930783242,0.6010928962,0.6193078324,1,0.2704918033,0.1292775665,0.019,0.3454545455,4,0,162.861,CONFIRMED_SWING_HIGH,0.034,0.3095,163.91,163.229,163.91,163.229,163.697,163.631,1785409200000,NEUTRAL,0,0.5625,0.1483,163.743,162.288,1785407400000,BULLISH,1,0.5034,0.1779,163.743,163.456,1785405600000,BEARISH,-1,0.4325,0.2196,163.743,163.209
21196,1785410700000,2026-07-30T11:25:00Z,2026-07-30T12:25:00+01:00,true,USDJPY,5,LONDON_NEW_YORK_OVERLAP,LONDON_NEW_YORK_OVERLAP,162.897,162.984,162.883,162.961,2133,BULLISH,0.101,0.064,0.6336633663,0.023,0.014,0.2277227723,0.1386138614,0.7722772277,0.1092,0.5860805861,0.9249084249,0.166,0.137,0.09,1.5201465201,1.2545787546,0.8241758242,1,0.4491803279,0.1642335766,0.047,0.4653465347,5,0,162.861,CONFIRMED_SWING_HIGH,0.1,0.9157,163.91,163.229,163.91,163.229,163.697,163.631,1785409200000,NEUTRAL,0,0.5625,0.1483,163.743,162.288,1785407400000,BULLISH,1,0.5034,0.1779,163.743,163.456,1785405600000,BEARISH,-1,0.4325,0.2196,163.743,163.209
21197,1785411000000,2026-07-30T11:30:00Z,2026-07-30T12:30:00+01:00,true,USDJPY,5,LONDON_NEW_YORK_OVERLAP,LONDON_NEW_YORK_OVERLAP,162.959,163.015,162.931,163.014,2561,BULLISH,0.084,0.055,0.6547619048,0.001,0.028,0.0119047619,0.3333333333,0.9880952381,0.1074,0.5121042831,0.782122905,0.192,0.274,0.2,1.7877094972,2.5512104283,1.8621973929,1,1,0.3676470588,0.053,0.630952381,6,0,162.861,CONFIRMED_SWING_HIGH,0.153,1.4244,163.91,163.229,163.91,163.229,163.697,163.631,1785410100000,NEUTRAL,0,0.401,0.1528,163.743,162.288,1785409200000,NEUTRAL,0,0.3598,0.1844,163.743,162.288,1785405600000,BEARISH,-1,0.4325,0.2196,163.743,163.209
21198,1785411300000,2026-07-30T11:35:00Z,2026-07-30T12:35:00+01:00,true,USDJPY,5,LONDON_NEW_YORK_OVERLAP,LONDON_NEW_YORK_OVERLAP,163.015,163.048,162.973,163.007,2956,BEARISH,0.075,0.008,0.1066666667,0.033,0.034,0.44,0.4533333333,0.4533333333,0.1051,0.0761179829,0.7136060894,0.112,0.243,0.189,1.0656517602,2.3120837298,1.7982873454,0.8888888889,0.9455252918,0.3455210238,0.042,0.56,0,1,162.861,CONFIRMED_SWING_HIGH,0.146,1.3892,163.91,163.229,163.91,163.229,163.697,163.631,1785410100000,NEUTRAL,0,0.401,0.1528,163.743,162.288,1785409200000,NEUTRAL,0,0.3598,0.1844,163.743,162.288,1785405600000,BEARISH,-1,0.4325,0.2196,163.743,163.209
21199,1785411600000,2026-07-30T11:40:00Z,2026-07-30T12:40:00+01:00,true,USDJPY,5,LONDON_NEW_YORK_OVERLAP,LONDON_NEW_YORK_OVERLAP,163.007,163.033,162.977,162.982,2079,BEARISH,0.056,0.025,0.4464285714,0.026,0.005,0.4642857143,0.0892857143,0.0892857143,0.1016,0.2460629921,0.5511811024,0.021,0.187,0.247,0.2066929134,1.8405511811,2.4311023622,0.2470588235,0.7450199203,0.5051124744,0.056,1,0,2,162.861,CONFIRMED_SWING_HIGH,0.121,1.1911,163.91,163.229,163.91,163.229,163.697,163.631,1785410100000,NEUTRAL,0,0.401,0.1528,163.743,162.288,1785409200000,NEUTRAL,0,0.3598,0.1844,163.743,162.288,1785405600000,BEARISH,-1,0.4325,0.2196,163.743,163.209
21200,1785411900000,2026-07-30T11:45:00Z,2026-07-30T12:45:00+01:00,true,USDJPY,5,LONDON_NEW_YORK_OVERLAP,LONDON_NEW_YORK_OVERLAP,162.983,162.987,162.918,162.923,1817,BEARISH,0.069,0.06,0.8695652174,0.004,0.005,0.0579710145,0.0724637681,0.0724637681,0.0993,0.6042296073,0.6948640483,-0.091,0.101,0.129,-0.9164149043,1.0171198389,1.2990936556,1,0.3568904594,0.263803681,0.01,0.1785714286,0,3,162.861,CONFIRMED_SWING_HIGH,0.062,0.6246,163.91,163.229,163.91,163.229,163.697,163.631,1785411000000,NEUTRAL,0,0.3755,0.1502,163.743,162.288,1785409200000,NEUTRAL,0,0.3598,0.1844,163.743,162.288,1785405600000,BEARISH,-1,0.4325,0.2196,163.743,163.209
21201,1785412200000,2026-07-30T11:50:00Z,2026-07-30T12:50:00+01:00,true,USDJPY,5,LONDON_NEW_YORK_OVERLAP,LONDON_NEW_YORK_OVERLAP,162.922,162.969,162.887,162.926,3200,BULLISH,0.082,0.004,0.0487804878,0.043,0.035,0.5243902439,0.4268292683,0.4756097561,0.098,0.0408163265,0.8367346939,-0.081,0.031,0.097,-0.8265306122,0.3163265306,0.9897959184,0.9310344828,0.1455399061,0.2122538293,0.051,0.7391304348,1,0,163.048,CONFIRMED_SWING_HIGH,0.122,1.2445,163.91,163.229,163.91,163.229,163.697,163.631,1785411000000,NEUTRAL,0,0.3755,0.1502,163.743,162.288,1785409200000,NEUTRAL,0,0.3598,0.1844,163.743,162.288,1785405600000,BEARISH,-1,0.4325,0.2196,163.743,163.209
21202,1785412500000,2026-07-30T11:55:00Z,2026-07-30T12:55:00+01:00,true,USDJPY,5,LONDON_NEW_YORK_OVERLAP,LONDON_NEW_YORK_OVERLAP,162.927,162.939,162.878,162.892,1521,BEARISH,0.061,0.035,0.5737704918,0.012,0.014,0.1967213115,0.2295081967,0.2295081967,0.0954,0.3668763103,0.6394129979,-0.09,-0.069,0.068,-0.9433962264,-0.7232704403,0.71278826,0.9375,0.3812154696,0.1399176955,0.052,0.8524590164,0,1,163.048,CONFIRMED_SWING_HIGH,0.156,1.6355,163.91,163.229,163.91,163.229,163.697,163.631,1785411000000,NEUTRAL,0,0.3755,0.1502,163.743,162.288,1785409200000,NEUTRAL,0,0.3598,0.1844,163.743,162.288,1785405600000,BEARISH,-1,0.4325,0.2196,163.743,163.209
21203,1785412800000,2026-07-30T12:00:00Z,2026-07-30T13:00:00+01:00,true,USDJPY,5,LONDON_NEW_YORK_OVERLAP,LONDON_NEW_YORK_OVERLAP,162.894,162.928,162.87,162.905,1944,BULLISH,0.058,0.011,0.1896551724,0.023,0.024,0.3965517241,0.4137931034,0.6034482759,0.0927,0.1186623517,0.6256742179,-0.018,-0.109,0.165,-0.1941747573,-1.1758360302,1.7799352751,0.36,0.7730496454,0.3975903614,0.05,0.8620689655,1,0,163.048,CONFIRMED_SWING_HIGH,0.143,1.5424,163.91,163.229,163.91,163.229,163.697,163.631,1785411900000,NEUTRAL,0,0.4589,0.1473,163.743,162.288,1785411000000,NEUTRAL,0,0.4024,0.1834,163.743,162.288,1785409200000,BEARISH,-1,0.3866,0.2277,163.743,163.209
21204,1785413100000,2026-07-30T12:05:00Z,2026-07-30T13:05:00+01:00,true,USDJPY,5,LONDON_NEW_YORK_OVERLAP,LONDON_NEW_YORK_OVERLAP,162.904,162.948,162.891,162.948,2102,BULLISH,0.057,0.044,0.7719298246,0,0.013,0,0.2280701754,1,0.0902,0.487804878,0.6319290466,0.022,-0.059,0.184,0.243902439,-0.6541019956,2.0399113082,0.2444444444,0.3333333333,0.4239631336,0.037,0.649122807,2,0,163.048,CONFIRMED_SWING_HIGH,0.1,1.1091,163.91,163.229,163.91,163.229,163.697,163.631,1785411900000,NEUTRAL,0,0.4589,0.1473,163.743,162.288,1785411000000,NEUTRAL,0,0.4024,0.1834,163.743,162.288,1785409200000,BEARISH,-1,0.3866,0.2277,163.743,163.209
21205,1785413400000,2026-07-30T12:10:00Z,2026-07-30T13:10:00+01:00,true,USDJPY,5,LONDON_NEW_YORK_OVERLAP,LONDON_NEW_YORK_OVERLAP,162.947,162.949,162.851,162.877,2962,BEARISH,0.098,0.07,0.7142857143,0.002,0.026,0.0204081633,0.2653061224,0.2653061224,0.0907,0.7717750827,1.0804851158,-0.015,-0.105,0.082,-0.1653803749,-1.157662624,0.9040793826,0.1181102362,0.4708520179,0.1729957806,0.057,1,0,1,162.715,CONFIRMED_SWING_LOW,0.162,1.7857,163.91,163.229,163.91,163.229,163.697,163.631,1785411900000,NEUTRAL,0,0.4589,0.1473,163.743,162.288,1785411000000,NEUTRAL,0,0.4024,0.1834,163.743,162.288,1785409200000,BEARISH,-1,0.3866,0.2277,163.743,163.209
21206,1785413700000,2026-07-30T12:15:00Z,2026-07-30T13:15:00+01:00,true,USDJPY,5,LONDON_NEW_YORK_OVERLAP,LONDON_NEW_YORK_OVERLAP,162.878,162.94,162.876,162.908,1968,BULLISH,0.064,0.03,0.46875,0.032,0.002,0.5,0.03125,0.5,0.0888,0.3378378378,0.7207207207,0.003,-0.015,0.086,0.0337837838,-0.1689189189,0.9684684685,0.0206896552,0.0769230769,0.179916318,0.064,1,1,0,163.048,CONFIRMED_SWING_HIGH,0.14,1.5763,163.91,163.229,163.91,163.229,163.697,163.631,1785412800000,BEARISH,-1,0.4512,0.1437,163.048,162.288,1785411000000,NEUTRAL,0,0.4024,0.1834,163.743,162.288,1785409200000,BEARISH,-1,0.3866,0.2277,163.743,163.209
21207,1785414000000,2026-07-30T12:20:00Z,2026-07-30T13:20:00+01:00,true,USDJPY,5,LONDON_NEW_YORK_OVERLAP,LONDON_NEW_YORK_OVERLAP,162.907,162.921,162.873,162.898,2303,BEARISH,0.048,0.009,0.1875,0.014,0.025,0.2916666667,0.5208333333,0.5208333333,0.0859,0.1047729919,0.5587892899,-0.05,-0.028,0.003,-0.582072177,-0.3259604191,0.0349243306,0.4464285714,0.1386138614,0.0072289157,0.045,0.9375,0,1,163.048,CONFIRMED_SWING_HIGH,0.15,1.7463,163.91,163.229,163.91,163.229,163.697,163.631,1785412800000,BEARISH,-1,0.4512,0.1437,163.048,162.288,1785411000000,NEUTRAL,0,0.4024,0.1834,163.743,162.288,1785409200000,BEARISH,-1,0.3866,0.2277,163.743,163.209
